formula helper 1,,,uncategorized,,"README                
the formula helpers work by                 
* matching strings in green        
* explicitly-NOT-matching strings in RED 
      which start with ""~""        

Note: use ""NA_HELPER"" instead of """"                
  because SEARCH("""",""hello"") returns 1                ",,,"""match course""",course,MMC,major,prof,minor,concentration,department,time,date,ge_area,term,number,club,tutoring,topics,rating,requirement,building,,course,MMC,prof,,,
345,104,F1,,,,,What courses are desired but not required if I want to transfer as a CSSE major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
346,105,F1,,,,,What courses are desired but not required if I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
347,106,F1,,,,,What courses are required If I want to transfer as a CSSE major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
348,107,F1,,,,,What courses are required If I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
349,108,F1,,,,,Where can I get more information on [subject]?,We donât have information about [subject] but please refer to [bot-name].,NA,NA,[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[subject],NA,NA,NA,,,
350,109,F1,,,,,How can I contact the CSSE department?,You can contact the CSSE department at [department-contact-info].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
351,110,F1,,,,,How can I contact the computer science and software engineering department?,You can contact the CSSE department at [department-contact-info].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
352,111,F1,,,,,What is the phone number of the CSSE department?,[phone-number] is the CSSE phone number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
353,112,F1,,,,,What is the phone number of the computer science and software engineering department?,[phone-number] is the CSSE phone number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
354,113,F1,,,,,How can I contact the CSSE department?,[phone-number] is the CSSE phone number.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
355,114,F1,,,,,How can I contact the computer science and software engineering department?,[phone-number] is the CSSE phone number.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
356,115,F1,,,,,Who are the minor advisors for [minor]?,The minor advisors for [minor] are [minor-advisors].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
357,116,F1,,,,,Who can I contact to get more information about the [minor]?,You can contact [minor-advisors] to learn more about [minor].,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
358,117,F1,,,,,Who can I contact if I have questions about [minor]?,"If you have questions about [minor], you may contact [contact-info].",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
359,118,F1,,,,,Who will help me if I have doubts about [minor]?,"If you have questions about [minor], you may contact [contact-info].",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[minor],NA,NA,NA,,,
360,119,F1,,,,,What steps do I need to follow to request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
361,120,F1,,,,,How can I request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
362,121,F1,,,,,What are the basic criteria when requesting a change of major?,The basic criteria to request a change of major are [change-major-criteria] .,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
363,122,F1,,,,,What conditions are part of the change of major agreement?,The conditions present in the ICMA (Individualized Change of Major Agreement) contract are the following: [icma-conditions].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
364,123,F1,,,,,What is the minimum GPA to transfer into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
365,124,F1,,,,,What is the minimum GPA to transfer into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
366,125,F1,,,,,"If my GPA is [gpa], can I transfer into CSSE?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[gpa],NA,NA,NA,,,
367,126,F1,,,,,"If my GPA is [gpa], can I transfer into computer science and software engineering?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[gpa],NA,NA,NA,,,
368,127,F1,,,,,What are the minimum requirements if I want to change into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
369,128,F1,,,,,What are the minimum requirements if I want to change into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
370,129,F1,,,,,What is the flowchart for [major] in [year-range]?,"In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,[year-range],,
371,130,F1,,,,,"According to the [year-range] flowchart, when should I take [course] for [major]?","In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[TERM],NA,NA,NA,NA,NA,NA,NA,[year-range],[COURSE],NA,NA,[course],[major],
372,131,F1,,,,,Where can I get the flowchart for [major]?," In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[major],NA,NA,NA,,,
373,132,F1,,,,,Who is eligible for the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
374,133,F1,,,,,Who is eligible for the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
375,134,F1,,,,,Who is eligible for the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
376,135,F1,,,,,What do I need to get into the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
377,136,F1,,,,,What do I need to get into the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
378,137,F1,,,,,What do I need to get into the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
379,138,F1,,,,,What is the Blended BS + MS Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
380,139,F1,,,,,What is the Blended BS + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
381,140,F1,,,,,What is the Blended Bachelors Degree + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
382,141,F1,,,,,Why should I take the Blended Program in Computer Science?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
383,142,F1,,,,,What are some of the benefits from the Blended Program?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
384,143,F1,,,,,What benefits does the blended B.S. and M.S. program offer?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
385,144,F1,,,,,How many additional units does the MS in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
386,145,F1,,,,,How many additional units does the Masters Degree in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
387,146,F1,,,,,How can I get a Masters in Computer Science degree after satisfying the requirements of BS?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
388,147,F1,,,,,How can I get a Masters in Computer Science degree after satisfying the requirements of Bachelors Degree?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
389,148,F1,,,,,How many units of graduate level courses are needed to get the MS in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
390,149,F1,,,,,How many units of graduate level courses are needed to get the Masters Degree in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
391,150,F1,,,,,What courses are included in the MS in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
392,151,F1,,,,,What courses are included in the Masters Degree in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
393,152,F1,,,,,What are the masters level courses in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
394,153,F1,,,,,When is a student placed on academic probation?,A student will be placed on academic probation if [probation-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
395,154,F1,,,,,What is academic probation?,A student will be placed on academic probation if  [probation-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
396,155,F1,,,,,What happens if I struggle with my grades?,A student is placed on academic disqualification status if [disqualification-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
397,156,F1,,,,,When is a student placed on academic probation?,A student is placed on academic disqualification status if [disqualification-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
398,157,F1,,,,,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
399,158,F1,,,,,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
400,159,F1,,,,,What accreditation does the Computer Science program have?,"The Computer Science program is accredited by the Computer Accreditation Commission of ABET. To read more, visit the following website:  http://www.abet.org/.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
401,0,G1,,,,,What are the GE area required for [Major]?,List of Strings,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
402,1,G1,,,,,What are the level [Level Number] courses for [Major]?,List of Strings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Level Number],NA,[MMC],NA,[Major],,
403,2,G1,,,,,What are the courses for [GE Area] GE?,List of Strings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[GE Area],NA,NA,NA,,,
404,3,G1,,,,,What courses do I have to take in [Year Name]?,List of Strings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[TERM],NA,NA,NA,NA,NA,NA,NA,[Year Name],NA,NA,NA,,,
405,4,G1,,,,,What are the undergraduate courses for [Major]?,List of Strings,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
406,5,G1,,,,,What are the graduate courses for [Major]?,List of Strings,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
407,6,G1,,,,,What are the [Year Name] courses for [Major]?,List of Strings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[TERM],NA,NA,NA,NA,NA,NA,NA,[Year Name],NA,[MMC],NA,[Major],,
408,7,G1,,,,,What [Department] courses are required?,List of Strings,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
409,8,G1,,,,,What classes are required from [Department]?,List of Strings,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
410,9,G1,,,,,How many units are required to get the BS degree?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
411,10,G1,,,,,How many units are required for level [Level Number]?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Level Number],NA,NA,NA,,,
412,11,G1,,,,,How many units have [GE Area] GE?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[GE Area],NA,NA,NA,,,
413,12,G1,,,,,How many units of upper division have to be completed?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
414,13,G1,,,,,How many units have to be completed for the GE?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
415,14,G1,,,,,How many units have to be completed for the major?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
416,15,G1,,,,,How many courses have [GE Area] GE?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[GE Area],NA,NA,NA,,,
417,16,G1,,,,,How many courses are required for [Major]?,Number,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
418,17,G1,,,,,How many GE areas have to be completed for [Major]?,Number,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
419,18,G1,,,,,How many [Department] courses are required?,Number,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
420,19,G1,,,,,How many courses from [Department] are required?,Number,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
421,20,G1,,,,,What GE area has most units?,String,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
422,21,G1,,,,,What GE Area has less units?,String,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
423,22,G1,,,,,What is the minimum GPA to get the BS degree?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
424,23,G1,,,,,What GPA do I need to graduate?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
425,24,G1,,,,,From which departments are the courses offered?,List of Strings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
426,25,G1,,,,,Am I behind if I am a [Nth] year with [Number] units completed?,Yes or No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Nth],NA,NA,NA,[Number],,
427,26,G1,,,,,What minor would make more sense with [Major],String,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
428,27,G1,,,,,How many classes of [Department] do I have to complete?,Number,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
429,28,G1,,,,,"At best, how long last [Major]?",Number,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
430,29,G1,,,,,How many years are necessary to graduate from [Major]?,Number,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Major],NA,NA,NA,,,
431,31,G1,,,,,Do I have to take the GWR?,Yes or No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
432,33,G1,,,,,How many units of Free Electives do I have as a STATS major?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
433,41,G1,,,,,Can I graduate as a STATS major in [Number] years?,Yes or No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Number],NA,NA,NA,,,
434,42,G1,,,,,Is it possible to graduate as a STATS Major in 4 years?,Yes or No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
435,48,G1,,,,,Do I have to take courses from other departments?,Yes or No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
436,50,G1,,,,,What is the least amount of units suggested to take in a quarter?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
437,51,G1,,,,,What is the most amount of units suggested to take in a quarter?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
438,52,G1,,,,,"As a STATS major, when should I fulfill my GWR requirement?",[Quarters],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
439,53,G1,,,,,What is the most amount of Major units I should take in a quarter?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
440,54,G1,,,,,What is the least amount of Major units I should take in a quarter?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
441,56,G1,,,,,How many units should I take my [Nth] year?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Nth],NA,NA,NA,,,
442,57,G1,,,,,How many units should I have taken by the end of my [Nth] year?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Nth],NA,NA,NA,,,
443,58,G1,,,,,How many units should I have taken by the start of my [Nth] year?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[Nth],NA,NA,NA,,,
444,59,G1,,,,,How many units should I have taken by [Quarter] quarter of my [Nth] year?,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Quarter],NA,NA,NA,[Nth],,
